,Angry,Fear,Happy,Neutral,Sad,Surprise
0,0.11951521784067154,0.03750484436750412,0.03964408487081528,0.6883295774459839,0.10527896881103516,0.009727343916893005
1,0.01645084284245968,0.026102527976036072,0.39373233914375305,0.4236529469490051,0.06528313457965851,0.07477819174528122
2,0.01996515691280365,0.028876211494207382,0.20933030545711517,0.6515887975692749,0.06050514802336693,0.0297344122081995
3,0.0104215694591403,0.03492751717567444,0.31325623393058777,0.3092820346355438,0.045244306325912476,0.28686830401420593
4,0.022095050662755966,0.011302191764116287,0.5720552802085876,0.3469478487968445,0.022618740797042847,0.024980910122394562
5,0.030103422701358795,0.021183306351304054,0.1641521453857422,0.707906186580658,0.05843580886721611,0.018219204619526863
6,0.011325757950544357,0.020224252715706825,0.31568077206611633,0.4801725149154663,0.05010148137807846,0.12249518930912018
7,0.008499884977936745,0.015536945313215256,0.39256551861763,0.48740869760513306,0.07384103536605835,0.02214794233441353
8,0.014394486322999,0.04774888604879379,0.6254299283027649,0.1765066534280777,0.08651603758335114,0.049404047429561615
9,0.13013972342014313,0.05991378799080849,0.18686695396900177,0.43750250339508057,0.11670972406864166,0.06886730343103409
10,0.040222641080617905,0.099280945956707,0.2931460738182068,0.37099599838256836,0.16391105949878693,0.03244335576891899
11,0.005455360282212496,0.09083458036184311,0.24148288369178772,0.1262829452753067,0.5244247913360596,0.011519446969032288
12,0.006972013972699642,0.10542232543230057,0.0856563076376915,0.14415284991264343,0.640332818031311,0.017463665455579758
13,0.017470460385084152,0.07009872049093246,0.1184239387512207,0.58968585729599,0.18859107792377472,0.01573002338409424
14,0.01407924760133028,0.19974133372306824,0.19957269728183746,0.13457493484020233,0.4394513666629791,0.012580454349517822
15,0.048582203686237335,0.11477664858102798,0.29191526770591736,0.2646426856517792,0.18306772410869598,0.09701550751924515
16,0.002348421374335885,0.0740736573934555,0.5311914682388306,0.017782142385840416,0.37161698937416077,0.0029873379971832037
17,0.011775017715990543,0.43541446328163147,0.0961400642991066,0.04913906753063202,0.3867342174053192,0.02079726755619049
18,0.007289282511919737,0.24849237501621246,0.2514415681362152,0.030695127323269844,0.4567624032497406,0.0053192186169326305
19,0.02642972208559513,0.2706916928291321,0.2053779512643814,0.1054295152425766,0.3107233941555023,0.08134772628545761
20,0.0018129934323951602,0.0266738198697567,0.7635266780853271,0.0859762653708458,0.11493813991546631,0.007072094827890396
21,0.023736031726002693,0.15253768861293793,0.2268894612789154,0.09114222973585129,0.48328083753585815,0.02241375483572483
22,0.02427746169269085,0.05305623635649681,0.2126942276954651,0.18497200310230255,0.507724940776825,0.01727517880499363
23,0.036119505763053894,0.030058424919843674,0.6865137815475464,0.03738848492503166,0.19642840325832367,0.013491366058588028
24,0.06459882855415344,0.07966849207878113,0.5849194526672363,0.08054612576961517,0.137527734041214,0.05273943021893501
25,0.036563046276569366,0.09712550789117813,0.6034455299377441,0.055532656610012054,0.1511743664741516,0.056158918887376785
26,0.01918957568705082,0.05584307760000229,0.10382378101348877,0.5728676319122314,0.2415166199207306,0.0067593310959637165
27,0.06419812887907028,0.1517285704612732,0.09030421078205109,0.2732428014278412,0.3867464065551758,0.03377988561987877
28,0.0905601978302002,0.08190536499023438,0.4700554609298706,0.21553784608840942,0.11459776014089584,0.027343424037098885
